,stock_1,stock_2,stock_1_weight,stock_2_weight,portfolio_return,portfolio_risk
0,amzn,pfe,0.55,0.44999999999999996,0.09902,212795.35329
0,amzn,pfe,0.56,0.43999999999999995,0.10043,220553.0063
0,amzn,pfe,0.5700000000000001,0.42999999999999994,0.10185,228449.5506
0,amzn,pfe,0.58,0.42000000000000004,0.10326,236484.98617
0,amzn,pfe,0.59,0.41000000000000003,0.10468,244659.31302
0,amzn,pfe,0.6,0.4,0.10609,252972.53115
0,amzn,pfe,0.61,0.39,0.10751,261424.64057
0,amzn,pfe,0.62,0.38,0.10892,270015.64126
0,amzn,pfe,0.63,0.37,0.11034,278745.53322
0,amzn,pfe,0.64,0.36,0.11175,287614.31647
0,amzn,pfe,0.65,0.35,0.11316,296621.991
0,amzn,pfe,0.66,0.33999999999999997,0.11458,305768.5568
0,amzn,pfe,0.67,0.32999999999999996,0.11599,315054.01389
0,amzn,pfe,0.68,0.31999999999999995,0.11741,324478.36225
0,amzn,pfe,0.6900000000000001,0.30999999999999994,0.11882,334041.60189
0,amzn,pfe,0.7000000000000001,0.29999999999999993,0.12024,343743.73281
0,amzn,pfe,0.71,0.29000000000000004,0.12165,353584.75501
0,amzn,pfe,0.72,0.28,0.12307,363564.66849
0,amzn,pfe,0.73,0.27,0.12448,373683.47325
0,amzn,pfe,0.74,0.26,0.1259,383941.16929
0,amzn,pfe,0.75,0.25,0.12731,394337.7566
0,amzn,pfe,0.76,0.24,0.12873,404873.2352
0,amzn,pfe,0.77,0.22999999999999998,0.13014,415547.60507
0,amzn,pfe,0.78,0.21999999999999997,0.13156,426360.86622
0,amzn,pfe,0.79,0.20999999999999996,0.13297,437313.01866
0,amzn,pfe,0.8,0.19999999999999996,0.13439,448404.06237
0,amzn,pfe,0.81,0.18999999999999995,0.1358,459633.99736
0,amzn,pfe,0.8200000000000001,0.17999999999999994,0.13721,471002.82363
0,amzn,pfe,0.8300000000000001,0.16999999999999993,0.13863,482510.54117
0,amzn,pfe,0.84,0.16000000000000003,0.14004,494157.15
0,amzn,pfe,0.85,0.15000000000000002,0.14146,505942.6501
0,amzn,pfe,0.86,0.14,0.14287,517867.04149
0,amzn,pfe,0.87,0.13,0.14429,529930.32415
0,amzn,pfe,0.88,0.12,0.1457,542132.49809
0,amzn,pfe,0.89,0.10999999999999999,0.14712,554473.56331
0,amzn,pfe,0.9,0.09999999999999998,0.14853,566953.51981
0,amzn,pfe,0.91,0.08999999999999997,0.14995,579572.36759
0,amzn,pfe,0.92,0.07999999999999996,0.15136,592330.10665
0,amzn,pfe,0.93,0.06999999999999995,0.15278,605226.73699
0,amzn,pfe,0.9400000000000001,0.05999999999999994,0.15419,618262.2586
0,amzn,pfe,0.9500000000000001,0.04999999999999993,0.15561,631436.6715
0,amzn,pfe,0.96,0.040000000000000036,0.15702,644749.97567
0,amzn,pfe,0.97,0.030000000000000027,0.15844,658202.17112
0,amzn,pfe,0.98,0.020000000000000018,0.15985,671793.25786
0,amzn,pfe,0.99,0.010000000000000009,0.16127,685523.23587
0,amzn,pfe,1.0,0.0,0.16268,699392.10516
0,amzn,pg,0.0,1.0,0.02432,549.15923
0,amzn,pg,0.01,0.99,0.0257,945.36681
0,amzn,pg,0.02,0.98,0.02709,1474.75059
0,amzn,pg,0.03,0.97,0.02847,2137.31057
0,amzn,pg,0.04,0.96,0.02985,2933.04675
0,amzn,pg,0.05,0.95,0.03124,3861.95913
0,amzn,pg,0.06,0.94,0.03262,4924.04771
0,amzn,pg,0.07,0.9299999999999999,0.034,6119.31249
0,amzn,pg,0.08,0.92,0.03539,7447.75346
0,amzn,pg,0.09,0.91,0.03677,8909.37064
0,amzn,pg,0.1,0.9,0.03815,10504.16402
0,amzn,pg,0.11,0.89,0.03954,12232.1336
0,amzn,pg,0.12,0.88,0.04092,14093.27937
0,amzn,pg,0.13,0.87,0.04231,16087.60135
0,amzn,pg,0.14,0.86,0.04369,18215.09952
0,amzn,pg,0.15,0.85,0.04507,20475.7739
0,amzn,pg,0.16,0.84,0.04646,22869.62447
0,amzn,pg,0.17,0.83,0.04784,25396.65124
0,amzn,pg,0.18,0.8200000000000001,0.04922,28056.85422
0,amzn,pg,0.19,0.81,0.05061,30850.23339
0,amzn,pg,0.2,0.8,0.05199,33776.78876
0,amzn,pg,0.21,0.79,0.05337,36836.52034
0,amzn,pg,0.22,0.78,0.05476,40029.42811
0,amzn,pg,0.23,0.77,0.05614,43355.51208
0,amzn,pg,0.24,0.76,0.05753,46814.77225
0,amzn,pg,0.25,0.75,0.05891,50407.20862
0,amzn,pg,0.26,0.74,0.06029,54132.82119
0,amzn,pg,0.27,0.73,0.06168,57991.60996
0,amzn,pg,0.28,0.72,0.06306,61983.57493
0,amzn,pg,0.29,0.71,0.06444,66108.7161
0,amzn,pg,0.3,0.7,0.06583,70367.03346
0,amzn,pg,0.31,0.69,0.06721,74758.52703
0,amzn,pg,0.32,0.6799999999999999,0.06859,79283.1968
0,amzn,pg,0.33,0.6699999999999999,0.06998,83941.04277
0,amzn,pg,0.34,0.6599999999999999,0.07136,88732.06493
0,amzn,pg,0.35000000000000003,0.6499999999999999,0.07274,93656.2633
0,amzn,pg,0.36,0.64,0.07413,98713.63786
0,amzn,pg,0.37,0.63,0.07551,103904.18863
0,amzn,pg,0.38,0.62,0.0769,109227.91559
0,amzn,pg,0.39,0.61,0.07828,114684.81876
0,amzn,pg,0.4,0.6,0.07966,120274.89812
0,amzn,pg,0.41000000000000003,0.59,0.08105,125998.15369
0,amzn,pg,0.42,0.5800000000000001,0.08243,131854.58545
0,amzn,pg,0.43,0.5700000000000001,0.08381,137844.19341
0,amzn,pg,0.44,0.56,0.0852,143966.97757
0,amzn,pg,0.45,0.55,0.08658,150222.93793
0,amzn,pg,0.46,0.54,0.08796,156612.0745
0,amzn,pg,0.47000000000000003,0.53,0.08935,163134.38726
0,amzn,pg,0.48,0.52,0.09073,169789.87622
0,amzn,pg,0.49,0.51,0.09212,176578.54138
0,amzn,pg,0.5,0.5,0.0935,183500.38274
0,amzn,pg,0.51,0.49,0.09488,190555.4003
0,amzn,pg,0.52,0.48,0.09627,197743.59405
0,amzn,pg,0.53,0.47,0.09765,205064.96401
0,amzn,pg,0.54,0.45999999999999996,0.09903,212519.51017
0,amzn,pg,0.55,0.44999999999999996,0.10042,220107.23253
0,amzn,pg,0.56,0.43999999999999995,0.1018,227828.13108
0,amzn,pg,0.5700000000000001,0.42999999999999994,0.10318,235682.20584
0,amzn,pg,0.58,0.42000000000000004,0.10457,243669.4568
0,amzn,pg,0.59,0.41000000000000003,0.10595,251789.88395
0,amzn,pg,0.6,0.4,0.10734,260043.48731
0,amzn,pg,0.61,0.39,0.10872,268430.26686
0,amzn,pg,0.62,0.38,0.1101,276950.22262
0,amzn,pg,0.63,0.37,0.11149,285603.35457
0,amzn,pg,0.64,0.36,0.11287,294389.66272
0,amzn,pg,0.65,0.35,0.11425,303309.14708
0,amzn,pg,0.66,0.33999999999999997,0.11564,312361.80763
0,amzn,pg,0.67,0.32999999999999996,0.11702,321547.64438
0,amzn,pg,0.68,0.31999999999999995,0.1184,330866.65733
0,amzn,pg,0.6900000000000001,0.30999999999999994,0.11979,340318.84648
0,amzn,pg,0.7000000000000001,0.29999999999999993,0.12117,349904.21183
0,amzn,pg,0.71,0.29000000000000004,0.12256,359622.75338
0,amzn,pg,0.72,0.28,0.12394,369474.47113
0,amzn,pg,0.73,0.27,0.12532,379459.36508
0,amzn,pg,0.74,0.26,0.12671,389577.43523
0,amzn,pg,0.75,0.25,0.12809,399828.68158
0,amzn,pg,0.76,0.24,0.12947,410213.10413
0,amzn,pg,0.77,0.22999999999999998,0.13086,420730.70288
0,amzn,pg,0.78,0.21999999999999997,0.13224,431381.47782
0,amzn,pg,0.79,0.20999999999999996,0.13362,442165.42897
0,amzn,pg,0.8,0.19999999999999996,0.13501,453082.55632
0,amzn,pg,0.81,0.18999999999999995,0.13639,464132.85986
0,amzn,pg,0.8200000000000001,0.17999999999999994,0.13777,475316.33961
0,amzn,pg,0.8300000000000001,0.16999999999999993,0.13916,486632.99555
0,amzn,pg,0.84,0.16000000000000003,0.14054,498082.8277
0,amzn,pg,0.85,0.15000000000000002,0.14193,509665.83604
0,amzn,pg,0.86,0.14,0.14331,521382.02059
0,amzn,pg,0.87,0.13,0.14469,533231.38133
0,amzn,pg,0.88,0.12,0.14608,545213.91827
0,amzn,pg,0.89,0.10999999999999999,0.14746,557329.63142
0,amzn,pg,0.9,0.09999999999999998,0.14884,569578.52076
0,amzn,pg,0.91,0.08999999999999997,0.15023,581960.5863
0,amzn,pg,0.92,0.07999999999999996,0.15161,594475.82804
0,amzn,pg,0.93,0.06999999999999995,0.15299,607124.24598
0,amzn,pg,0.9400000000000001,0.05999999999999994,0.15438,619905.84012
0,amzn,pg,0.9500000000000001,0.04999999999999993,0.15576,632820.61046
0,amzn,pg,0.96,0.040000000000000036,0.15715,645868.557
0,amzn,pg,0.97,0.030000000000000027,0.15853,659049.67974
0,amzn,pg,0.98,0.020000000000000018,0.15991,672363.97868
0,amzn,pg,0.99,0.010000000000000009,0.1613,685811.45382
0,amzn,pg,1.0,0.0,0.16268,699392.10516
0,amzn,rio,0.0,1.0,0.02355,264.26072
0,amzn,rio,0.01,0.99,0.02494,573.89642
0,amzn,rio,0.02,0.98,0.02633,1018.51481
0,amzn,rio,0.03,0.97,0.02772,1598.11587
0,amzn,rio,0.04,0.96,0.02911,2312.69962
0,amzn,rio,0.05,0.95,0.0305,3162.26605
0,amzn,rio,0.06,0.94,0.03189,4146.81516
0,amzn,rio,0.07,0.9299999999999999,0.03328,5266.34695
0,amzn,rio,0.08,0.92,0.03468,6520.86143
0,amzn,rio,0.09,0.91,0.03607,7910.35858
0,amzn,rio,0.1,0.9,0.03746,9434.83842
0,amzn,rio,0.11,0.89,0.03885,11094.30094
0,amzn,rio,0.12,0.88,0.04024,12888.74614
0,amzn,rio,0.13,0.87,0.04163,14818.17403
0,amzn,rio,0.14,0.86,0.04302,16882.58459
0,amzn,rio,0.15,0.85,0.04442,19081.97784
0,amzn,rio,0.16,0.84,0.04581,21416.35376
0,amzn,rio,0.17,0.83,0.0472,23885.71237
0,amzn,rio,0.18,0.8200000000000001,0.04859,26490.05366
0,amzn,rio,0.19,0.81,0.04998,29229.37764
0,amzn,rio,0.2,0.8,0.05137,32103.68429
0,amzn,rio,0.21,0.79,0.05276,35112.97363
0,amzn,rio,0.22,0.78,0.05415,38257.24564
0,amzn,rio,0.23,0.77,0.05555,41536.50034
0,amzn,rio,0.24,0.76,0.05694,44950.73772
0,amzn,rio,0.25,0.75,0.05833,48499.95779
0,amzn,rio,0.26,0.74,0.05972,52184.16053
0,amzn,rio,0.27,0.73,0.06111,56003.34596
0,amzn,rio,0.28,0.72,0.0625,59957.51406
0,amzn,rio,0.29,0.71,0.06389,64046.66485
0,amzn,rio,0.3,0.7,0.06529,68270.79832
0,amzn,rio,0.31,0.69,0.06668,72629.91447
0,amzn,rio,0.32,0.6799999999999999,0.06807,77124.01331
0,amzn,rio,0.33,0.6699999999999999,0.06946,81753.09482
0,amzn,rio,0.34,0.6599999999999999,0.07085,86517.15902
0,amzn,rio,0.35000000000000003,0.6499999999999999,0.07224,91416.2059
0,amzn,rio,0.36,0.64,0.07363,96450.23546
0,amzn,rio,0.37,0.63,0.07502,101619.2477
0,amzn,rio,0.38,0.62,0.07642,106923.24263
0,amzn,rio,0.39,0.61,0.07781,112362.22023
0,amzn,rio,0.4,0.6,0.0792,117936.18052
0,amzn,rio,0.41000000000000003,0.59,0.08059,123645.12349
0,amzn,rio,0.42,0.5800000000000001,0.08198,129489.04914
0,amzn,rio,0.43,0.5700000000000001,0.08337,135467.95747
0,amzn,rio,0.44,0.56,0.08476,141581.84848
0,amzn,rio,0.45,0.55,0.08616,147830.72218
0,amzn,rio,0.46,0.54,0.08755,154214.57856
0,amzn,rio,0.47000000000000003,0.53,0.08894,160733.41761
0,amzn,rio,0.48,0.52,0.09033,167387.23935
0,amzn,rio,0.49,0.51,0.09172,174176.04378
0,amzn,rio,0.5,0.5,0.09311,181099.83088
0,amzn,rio,0.51,0.49,0.0945,188158.60067
0,amzn,rio,0.52,0.48,0.0959,195352.35313
0,amzn,rio,0.53,0.47,0.09729,202681.08828
0,amzn,rio,0.54,0.45999999999999996,0.09868,210144.80611
0,amzn,rio,0.55,0.44999999999999996,0.10007,217743.50662
0,amzn,rio,0.56,0.43999999999999995,0.10146,225477.18982
0,amzn,rio,0.5700000000000001,0.42999999999999994,0.10285,233345.85569
0,amzn,rio,0.58,0.42000000000000004,0.10424,241349.50425
0,amzn,rio,0.59,0.41000000000000003,0.10563,249488.13549
0,amzn,rio,0.6,0.4,0.10703,257761.74941
0,amzn,rio,0.61,0.39,0.10842,266170.34601
0,amzn,rio,0.62,0.38,0.10981,274713.92529
0,amzn,rio,0.63,0.37,0.1112,283392.48726
0,amzn,rio,0.64,0.36,0.11259,292206.0319
0,amzn,rio,0.65,0.35,0.11398,301154.55923
0,amzn,rio,0.66,0.33999999999999997,0.11537,310238.06924
0,amzn,rio,0.67,0.32999999999999996,0.11677,319456.56193
0,amzn,rio,0.68,0.31999999999999995,0.11816,328810.03731
0,amzn,rio,0.6900000000000001,0.30999999999999994,0.11955,338298.49536
0,amzn,rio,0.7000000000000001,0.29999999999999993,0.12094,347921.9361
0,amzn,rio,0.71,0.29000000000000004,0.12233,357680.35951
0,amzn,rio,0.72,0.28,0.12372,367573.76561
0,amzn,rio,0.73,0.27,0.12511,377602.1544
0,amzn,rio,0.74,0.26,0.1265,387765.52586
0,amzn,rio,0.75,0.25,0.1279,398063.88
0,amzn,rio,0.76,0.24,0.12929,408497.21683
0,amzn,rio,0.77,0.22999999999999998,0.13068,419065.53634
0,amzn,rio,0.78,0.21999999999999997,0.13207,429768.83853
0,amzn,rio,0.79,0.20999999999999996,0.13346,440607.1234
0,amzn,rio,0.8,0.19999999999999996,0.13485,451580.39095
0,amzn,rio,0.81,0.18999999999999995,0.13624,462688.64119
0,amzn,rio,0.8200000000000001,0.17999999999999994,0.13764,473931.8741
0,amzn,rio,0.8300000000000001,0.16999999999999993,0.13903,485310.0897
0,amzn,rio,0.84,0.16000000000000003,0.14042,496823.28798
0,amzn,rio,0.85,0.15000000000000002,0.14181,508471.46894
0,amzn,rio,0.86,0.14,0.1432,520254.63258
0,amzn,rio,0.87,0.13,0.14459,532172.77891
0,amzn,rio,0.88,0.12,0.14598,544225.90791
0,amzn,rio,0.89,0.10999999999999999,0.14738,556414.0196
0,amzn,rio,0.9,0.09999999999999998,0.14877,568737.11397
0,amzn,rio,0.91,0.08999999999999997,0.15016,581195.19102
0,amzn,rio,0.92,0.07999999999999996,0.15155,593788.25076
0,amzn,rio,0.93,0.06999999999999995,0.15294,606516.29317
0,amzn,rio,0.9400000000000001,0.05999999999999994,0.15433,619379.31827
0,amzn,rio,0.9500000000000001,0.04999999999999993,0.15572,632377.32604
0,amzn,rio,0.96,0.040000000000000036,0.15711,645510.3165
0,amzn,rio,0.97,0.030000000000000027,0.15851,658778.28964
0,amzn,rio,0.98,0.020000000000000018,0.1599,672181.24547
0,amzn,rio,0.99,0.010000000000000009,0.16129,685719.18397
0,amzn,rio,1.0,0.0,0.16268,699392.10516
0,amzn,ugi,0.0,1.0,0.02049,39.10191
0,amzn,ugi,0.01,0.99,0.02191,75.08285
0,amzn,ugi,0.02,0.98,0.02334,251.62034
0,amzn,ugi,0.03,0.97,0.02476,568.71437
0,amzn,ugi,0.04,0.96,0.02618,1026.36495
0,amzn,ugi,0.05,0.95,0.0276,1624.57208
0,amzn,ugi,0.06,0.94,0.02902,2363.33575
0,amzn,ugi,0.07,0.9299999999999999,0.03045,3242.65598
0,amzn,ugi,0.08,0.92,0.03187,4262.53275
0,amzn,ugi,0.09,0.91,0.03329,5422.96606
0,amzn,ugi,0.1,0.9,0.03471,6723.95593
0,amzn,ugi,0.11,0.89,0.03613,8165.50234
0,amzn,ugi,0.12,0.88,0.03755,9747.6053
0,amzn,ugi,0.13,0.87,0.03898,11470.26481
0,amzn,ugi,0.14,0.86,0.0404,13333.48086
0,amzn,ugi,0.15,0.85,0.04182,15337.25346
0,amzn,ugi,0.16,0.84,0.04324,17481.58261
0,amzn,ugi,0.17,0.83,0.04466,19766.46831
0,amzn,ugi,0.18,0.8200000000000001,0.04609,22191.91055
0,amzn,ugi,0.19,0.81,0.04751,24757.90934
0,amzn,ugi,0.2,0.8,0.04893,27464.46468
0,amzn,ugi,0.21,0.79,0.05035,30311.57656
0,amzn,ugi,0.22,0.78,0.05177,33299.245
0,amzn,ugi,0.23,0.77,0.0532,36427.46998
0,amzn,ugi,0.24,0.76,0.05462,39696.25151
0,amzn,ugi,0.25,0.75,0.05604,43105.58958
0,amzn,ugi,0.26,0.74,0.05746,46655.4842
0,amzn,ugi,0.27,0.73,0.05888,50345.93537
0,amzn,ugi,0.28,0.72,0.0603,54176.94309
0,amzn,ugi,0.29,0.71,0.06173,58148.50735
0,amzn,ugi,0.3,0.7,0.06315,62260.62817
0,amzn,ugi,0.31,0.69,0.06457,66513.30552
0,amzn,ugi,0.32,0.6799999999999999,0.06599,70906.53943
0,amzn,ugi,0.33,0.6699999999999999,0.06741,75440.32988
0,amzn,ugi,0.34,0.6599999999999999,0.06884,80114.67689
0,amzn,ugi,0.35000000000000003,0.6499999999999999,0.07026,84929.58043
0,amzn,ugi,0.36,0.64,0.07168,89885.04053
0,amzn,ugi,0.37,0.63,0.0731,94981.05717
0,amzn,ugi,0.38,0.62,0.07452,100217.63036
0,amzn,ugi,0.39,0.61,0.07595,105594.7601
0,amzn,ugi,0.4,0.6,0.07737,111112.44639
0,amzn,ugi,0.41000000000000003,0.59,0.07879,116770.68922
0,amzn,ugi,0.42,0.5800000000000001,0.08021,122569.4886
0,amzn,ugi,0.43,0.5700000000000001,0.08163,128508.84453
0,amzn,ugi,0.44,0.56,0.08305,134588.757
0,amzn,ugi,0.45,0.55,0.08448,140809.22602
0,amzn,ugi,0.46,0.54,0.0859,147170.25159
0,amzn,ugi,0.47000000000000003,0.53,0.08732,153671.83371
0,amzn,ugi,0.48,0.52,0.08874,160313.97237
0,amzn,ugi,0.49,0.51,0.09016,167096.66758
0,amzn,ugi,0.5,0.5,0.09159,174019.91934
0,amzn,ugi,0.51,0.49,0.09301,181083.72765
0,amzn,ugi,0.52,0.48,0.09443,188288.0925
0,amzn,ugi,0.53,0.47,0.09585,195633.0139
0,amzn,ugi,0.54,0.45999999999999996,0.09727,203118.49185
0,amzn,ugi,0.55,0.44999999999999996,0.0987,210744.52635
0,amzn,ugi,0.56,0.43999999999999995,0.10012,218511.11739
0,amzn,ugi,0.5700000000000001,0.42999999999999994,0.10154,226418.26498
0,amzn,ugi,0.58,0.42000000000000004,0.10296,234465.96912
0,amzn,ugi,0.59,0.41000000000000003,0.10438,242654.2298
0,amzn,ugi,0.6,0.4,0.1058,250983.04703
0,amzn,ugi,0.61,0.39,0.10723,259452.42081
0,amzn,ugi,0.62,0.38,0.10865,268062.35114
0,amzn,ugi,0.63,0.37,0.11007,276812.83802
0,amzn,ugi,0.64,0.36,0.11149,285703.88144
0,amzn,ugi,0.65,0.35,0.11291,294735.48141
0,amzn,ugi,0.66,0.33999999999999997,0.11434,303907.63792
0,amzn,ugi,0.67,0.32999999999999996,0.11576,313220.35099
0,amzn,ugi,0.68,0.31999999999999995,0.11718,322673.6206
0,amzn,ugi,0.6900000000000001,0.30999999999999994,0.1186,332267.44676
0,amzn,ugi,0.7000000000000001,0.29999999999999993,0.12002,342001.82946
0,amzn,ugi,0.71,0.29000000000000004,0.12145,351876.76872
0,amzn,ugi,0.72,0.28,0.12287,361892.26452
0,amzn,ugi,0.73,0.27,0.12429,372048.31686
0,amzn,ugi,0.74,0.26,0.12571,382344.92576
0,amzn,ugi,0.75,0.25,0.12713,392782.0912
0,amzn,ugi,0.76,0.24,0.12855,403359.81319
0,amzn,ugi,0.77,0.22999999999999998,0.12998,414078.09173
0,amzn,ugi,0.78,0.21999999999999997,0.1314,424936.92681
0,amzn,ugi,0.79,0.20999999999999996,0.13282,435936.31845
0,amzn,ugi,0.8,0.19999999999999996,0.13424,447076.26662
0,amzn,ugi,0.81,0.18999999999999995,0.13566,458356.77135
0,amzn,ugi,0.8200000000000001,0.17999999999999994,0.13709,469777.83263
0,amzn,ugi,0.8300000000000001,0.16999999999999993,0.13851,481339.45045
0,amzn,ugi,0.84,0.16000000000000003,0.13993,493041.62482
0,amzn,ugi,0.85,0.15000000000000002,0.14135,504884.35573
0,amzn,ugi,0.86,0.14,0.14277,516867.6432
0,amzn,ugi,0.87,0.13,0.1442,528991.48721
0,amzn,ugi,0.88,0.12,0.14562,541255.88776
0,amzn,ugi,0.89,0.10999999999999999,0.14704,553660.84487
0,amzn,ugi,0.9,0.09999999999999998,0.14846,566206.35852
0,amzn,ugi,0.91,0.08999999999999997,0.14988,578892.42872
0,amzn,ugi,0.92,0.07999999999999996,0.1513,591719.05547
0,amzn,ugi,0.93,0.06999999999999995,0.15273,604686.23877
0,amzn,ugi,0.9400000000000001,0.05999999999999994,0.15415,617793.97861
0,amzn,ugi,0.9500000000000001,0.04999999999999993,0.15557,631042.275
0,amzn,ugi,0.96,0.040000000000000036,0.15699,644431.12793
0,amzn,ugi,0.97,0.030000000000000027,0.15841,657960.53742
0,amzn,ugi,0.98,0.020000000000000018,0.15984,671630.50345
0,amzn,ugi,0.99,0.010000000000000009,0.16126,685441.02603
0,amzn,ugi,1.0,0.0,0.16268,699392.10516
0,bp,dis,0.0,1.0,0.02517,730.69203
0,bp,dis,0.01,0.99,0.02512,715.61282
0,bp,dis,0.02,0.98,0.02507,700.69786
0,bp,dis,0.03,0.97,0.02503,685.94714
0,bp,dis,0.04,0.96,0.02498,671.36067
0,bp,dis,0.05,0.95,0.02493,656.93843
0,bp,dis,0.06,0.94,0.02488,642.68044
0,bp,dis,0.07,0.9299999999999999,0.02484,628.5867
0,bp,dis,0.08,0.92,0.02479,614.65719
0,bp,dis,0.09,0.91,0.02474,600.89193
0,bp,dis,0.1,0.9,0.02469,587.29091
0,bp,dis,0.11,0.89,0.02465,573.85414
0,bp,dis,0.12,0.88,0.0246,560.5816
0,bp,dis,0.13,0.87,0.02455,547.47332
0,bp,dis,0.14,0.86,0.0245,534.52927
0,bp,dis,0.15,0.85,0.02445,521.74947
0,bp,dis,0.16,0.84,0.02441,509.13391
0,bp,dis,0.17,0.83,0.02436,496.68259
0,bp,dis,0.18,0.8200000000000001,0.02431,484.39551
0,bp,dis,0.19,0.81,0.02426,472.27268
0,bp,dis,0.2,0.8,0.02422,460.31409
0,bp,dis,0.21,0.79,0.02417,448.51975
0,bp,dis,0.22,0.78,0.02412,436.88965
0,bp,dis,0.23,0.77,0.02407,425.42379
0,bp,dis,0.24,0.76,0.02403,414.12217
0,bp,dis,0.25,0.75,0.02398,402.9848
0,bp,dis,0.26,0.74,0.02393,392.01167
0,bp,dis,0.27,0.73,0.02388,381.20278
0,bp,dis,0.28,0.72,0.02384,370.55814
0,bp,dis,0.29,0.71,0.02379,360.07773
0,bp,dis,0.3,0.7,0.02374,349.76157
0,bp,dis,0.31,0.69,0.02369,339.60966
0,bp,dis,0.32,0.6799999999999999,0.02364,329.62199
0,bp,dis,0.33,0.6699999999999999,0.0236,319.79856
0,bp,dis,0.34,0.6599999999999999,0.02355,310.13937
0,bp,dis,0.35000000000000003,0.6499999999999999,0.0235,300.64443
0,bp,dis,0.36,0.64,0.02345,291.31373
0,bp,dis,0.37,0.63,0.02341,282.14727
0,bp,dis,0.38,0.62,0.02336,273.14505
0,bp,dis,0.39,0.61,0.02331,264.30708
0,bp,dis,0.4,0.6,0.02326,255.63335
0,bp,dis,0.41000000000000003,0.59,0.02322,247.12387
0,bp,dis,0.42,0.5800000000000001,0.02317,238.77862
0,bp,dis,0.43,0.5700000000000001,0.02312,230.59762
0,bp,dis,0.44,0.56,0.02307,222.58087
0,bp,dis,0.45,0.55,0.02303,214.72835
0,bp,dis,0.46,0.54,0.02298,207.04008
0,bp,dis,0.47000000000000003,0.53,0.02293,199.51605
0,bp,dis,0.48,0.52,0.02288,192.15627
0,bp,dis,0.49,0.51,0.02284,184.96073
0,bp,dis,0.5,0.5,0.02279,177.92943
0,bp,dis,0.51,0.49,0.02274,171.06237
0,bp,dis,0.52,0.48,0.02269,164.35956
0,bp,dis,0.53,0.47,0.02264,157.82099
0,bp,dis,0.54,0.45999999999999996,0.0226,151.44666
0,bp,dis,0.55,0.44999999999999996,0.02255,145.23658
0,bp,dis,0.56,0.43999999999999995,0.0225,139.19074
0,bp,dis,0.5700000000000001,0.42999999999999994,0.02245,133.30914
0,bp,dis,0.58,0.42000000000000004,0.02241,127.59178
0,bp,dis,0.59,0.41000000000000003,0.02236,122.03867
0,bp,dis,0.6,0.4,0.02231,116.6498
0,bp,dis,0.61,0.39,0.02226,111.42518
0,bp,dis,0.62,0.38,0.02222,106.36479
0,bp,dis,0.63,0.37,0.02217,101.46865
0,bp,dis,0.64,0.36,0.02212,96.73675
0,bp,dis,0.65,0.35,0.02207,92.1691
0,bp,dis,0.66,0.33999999999999997,0.02203,87.76569
0,bp,dis,0.67,0.32999999999999996,0.02198,83.52652
0,bp,dis,0.68,0.31999999999999995,0.02193,79.45159
0,bp,dis,0.6900000000000001,0.30999999999999994,0.02188,75.54091
0,bp,dis,0.7000000000000001,0.29999999999999993,0.02183,71.79447
0,bp,dis,0.71,0.29000000000000004,0.02179,68.21228
0,bp,dis,0.72,0.28,0.02174,64.79432
0,bp,dis,0.73,0.27,0.02169,61.54061
0,bp,dis,0.74,0.26,0.02164,58.45114
0,bp,dis,0.75,0.25,0.0216,55.52592
0,bp,dis,0.76,0.24,0.02155,52.76494
0,bp,dis,0.77,0.22999999999999998,0.0215,50.1682
0,bp,dis,0.78,0.21999999999999997,0.02145,47.7357
0,bp,dis,0.79,0.20999999999999996,0.02141,45.46745
0,bp,dis,0.8,0.19999999999999996,0.02136,43.36344
0,bp,dis,0.81,0.18999999999999995,0.02131,41.42367
0,bp,dis,0.8200000000000001,0.17999999999999994,0.02126,39.64815
0,bp,dis,0.8300000000000001,0.16999999999999993,0.02122,38.03687
0,bp,dis,0.84,0.16000000000000003,0.02117,36.58983
0,bp,dis,0.85,0.15000000000000002,0.02112,35.30704
0,bp,dis,0.86,0.14,0.02107,34.18849
0,bp,dis,0.87,0.13,0.02102,33.23418
0,bp,dis,0.88,0.12,0.02098,32.44411
0,bp,dis,0.89,0.10999999999999999,0.02093,31.81829
0,bp,dis,0.9,0.09999999999999998,0.02088,31.35671
0,bp,dis,0.91,0.08999999999999997,0.02083,31.05937
0,bp,dis,0.92,0.07999999999999996,0.02079,30.92628
0,bp,dis,0.93,0.06999999999999995,0.02074,30.95743
0,bp,dis,0.9400000000000001,0.05999999999999994,0.02069,31.15282
0,bp,dis,0.9500000000000001,0.04999999999999993,0.02064,31.51245
0,bp,dis,0.96,0.040000000000000036,0.0206,32.03633
0,bp,dis,0.97,0.030000000000000027,0.02055,32.72445
0,bp,dis,0.98,0.020000000000000018,0.0205,33.57682
0,bp,dis,0.99,0.010000000000000009,0.02045,34.59342
0,bp,dis,1.0,0.0,0.02041,35.77427
0,bp,ge,0.0,1.0,0.01991,50.71701
0,bp,ge,0.01,0.99,0.01991,49.62464
0,bp,ge,0.02,0.98,0.01992,48.55132
0,bp,ge,0.03,0.97,0.01992,47.49704
0,bp,ge,0.04,0.96,0.01993,46.46182
0,bp,ge,0.05,0.95,0.01993,45.44564
0,bp,ge,0.06,0.94,0.01994,44.44852
0,bp,ge,0.07,0.9299999999999999,0.01994,43.47044
0,bp,ge,0.08,0.92,0.01995,42.51141
